,SIT,Field1,TEXT
148,I met intoxicated people with dubious intentions in a back alley á one Wednesday night.,fear,Saya bertemu orang-orang mabuk dengan niat meragukan di gang belakang pada suatu Rabu malam.
149,On the T.V I saw a news feature on South Africa.  A policeman      á attacked a group of black people with a whip.,anger,Di T.V saya melihat fitur berita di Afrika Selatan. Seorang polisi á menyerang sekelompok orang kulit hitam dengan cambuk.
150,The thought of having to read a boring book of 400 pages in á English.,sadness,Pikiran harus membaca buku membosankan 400 halaman dalam bahasa Inggris.
151,Grovelling people.,disgust,Orang yang merendahkan.
152,My inability to assert myself positively in a group.,shame,Ketidakmampuan saya untuk menyatakan diri secara positif dalam suatu kelompok.
153,I experience feelings of guilt because I do not study enough.,guilt,Saya mengalami perasaan bersalah karena saya tidak cukup belajar.
154,"Observing someone in the cafeteria noisily gulping in his food, á having extremely bad manners.",disgust,"Mengamati seseorang di kantin dengan berisik menelan makanannya, á memiliki perilaku yang sangat buruk."
155,I guess I have often been ashamed after having talked badly of á other people.,shame,Saya kira saya sering merasa malu setelah berbicara buruk tentang orang lain.
156,Having been angry and unpleasant towards my parents.,guilt,Sudah marah dan tidak menyenangkan terhadap orang tua saya.
157,When my sister - after a history of one abortion and one á stillbirth - gave birth to a perfectly healty boy.,joy,Ketika saudara perempuan saya - setelah satu riwayat aborsi dan satu kelahiran mati - melahirkan seorang anak laki-laki yang sangat sehat.
158,"When my sister had the still born child, she was emotionally very á deep down, and it took her a long time to recover.",fear,"Ketika saudara perempuan saya memiliki anak yang masih lahir, dia secara emosional sangat dalam, dan butuh waktu lama baginya untuk pulih."
159,"We were starting a student project, and the teacher we talked to á was very negative and not very helpful.",anger,"Kami memulai proyek siswa, dan guru yang kami ajak bicara á sangat negatif dan tidak terlalu membantu."
160,"When my boyfriend openly let me down, preferring another girl.",sadness,"Ketika pacar saya secara terbuka mengecewakan saya, lebih memilih gadis lain."
161,"I felt some disgust for my boyfriend for a time, after he had á left me.",disgust,"Saya merasa jijik untuk pacar saya selama beberapa waktu, setelah dia meninggalkan saya."
162,Can't think of any.,shame,Tidak bisa memikirkan apa pun.
163,"Before an accident, my aunt offered me the front seat of the car, á next to the driver. I declined, she took that seat and was killed á there when the car crashed.",guilt,"Sebelum kecelakaan, bibi saya menawari saya kursi depan mobil, ”di sebelah pengemudi. Saya menolak, dia mengambil kursi itu dan terbunuh di sana ketika mobil itu jatuh."
164,"Unexpected visit by a close friend, whom I hadn't seen for half a á year.",joy,"Kunjungan tak terduga oleh seorang teman dekat, yang saya belum melihat selama setengah tahun."
165,"I wandered by mistake into the safety zone of a shooting range, á and was shot at.",fear,"Saya mengembara secara tidak sengaja ke zona aman dari jarak tembak, á dan tertembak."
166,Being treated unfairly.,anger,Diperlakukan tidak adil.
167,Breaking up with a girl.,sadness,Putus dengan seorang gadis.
168,Nothing.,disgust,Tidak ada.
169,None.,shame,Tidak ada
170,Little contact with my father before he died.,guilt,Sedikit kontak dengan ayah saya sebelum dia meninggal.
171,"When I was accepted as a student at the college, not having á thought it possible.",joy,"Ketika saya diterima sebagai mahasiswa di kampus, tidak pernah berpikir itu mungkin."
172,"When I was the first to arrive at the scene after an accident, á and found that a close school friend had been killed.",fear,"Ketika saya adalah orang pertama yang tiba di tempat kejadian setelah kecelakaan, á dan menemukan bahwa seorang teman sekolah yang dekat telah terbunuh."
173,"I was accused of having done something, which I hadn't and got á very angry.",anger,"Saya dituduh telah melakukan sesuatu, yang tidak saya lakukan dan menjadi sangat marah."
174,When my grandmother died.,sadness,Ketika nenek saya meninggal.
175,Not applicable.,disgust,Tak dapat diterapkan.
176,"A couple of years ago during the summer holiday, I was fishing at á a lake with my husband.  Suddenly it started raining while the á sun was still shining. I experienced a feeling of joy, happiness á and fulfillment.  the whole nature was full of music.",joy,"Beberapa tahun yang lalu selama liburan musim panas, saya sedang memancing di sebuah danau dengan suami saya. Tiba-tiba hujan mulai turun sementara matahari masih bersinar. Saya mengalami perasaan sukacita, kebahagiaan, dan kepuasan. seluruh alam penuh dengan musik."
177,"I was alone at home, in bed reading a womens' magazine in which á there were storiees of paranormal experiences.  My leg was á itching and I stretched my hand to scratch and I felt another á strange hand. (later I realized that it was the corner of the á blanket)",fear,"Saya sendirian di rumah, di tempat tidur membaca majalah wanita di mana á ada banyak pengalaman paranormal. Kakiku terasa gatal dan aku meregangkan tanganku untuk menggaruk dan aku merasakan tangan aneh lainnya. (Kemudian saya menyadari bahwa itu adalah sudut selimut á)"
178,"I went to a lecture and once again it had been cancelled, this á was the second time.  One had a negative attitude towards the á lecturer.á ",anger,"Saya pergi ke kuliah dan sekali lagi dibatalkan, ini adalah yang kedua kalinya. Seseorang memiliki sikap negatif terhadap á dosen"
179,"I heard that a former superior of mine had died, I was later at á home home reading about it in the newspaper and I thought of our á interaction and how it was no longer possible.  The limited scope á of human life is sad.",sadness,"Saya mendengar bahwa seorang mantan atasan saya telah meninggal, saya kemudian di rumah membaca tentang itu di koran dan saya memikirkan interaksi kami dan bagaimana itu tidak mungkin lagi. Lingkup terbatas kehidupan manusia menyedihkan."
180,"In the tram there was a fat, sickly looking woman in front of me á who was asking for directions in a thick voice.  When she got up to á go a disgusting smell of urine came from her.  I felt that I á would choke.",disgust,Di trem ada seorang wanita gemuk dan tampak sakit-sakitan di depan saya - yang menanyakan arah dengan suara tebal. Ketika dia bangun untuk pergi bau urin menjijikkan datang darinya. Saya merasa bahwa saya akan tersedak.
181,"When we were at home, my husband and I, he made a remark about á something I had done, in a perfectly friendly manner.  My deed á had been unjust and I knew that my husband was right, therefore my á sense of shame.",shame,"Ketika kami berada di rumah, saya dan suami saya, dia berkomentar tentang sesuatu yang telah saya lakukan, dengan cara yang sangat ramah. Perbuatan saya á tidak adil dan saya tahu bahwa suami saya benar, oleh karena itu á rasa malu saya."
182,"I made a remark to my sister concerning her attitude to men, the á way she talked and I compared her to an acquaintance of mine.  á Later, the same evening, my sister looked sad.  I felt guilty á about her sadness.",guilt,"Saya memberi komentar kepada saudara perempuan saya tentang sikapnya terhadap laki-laki, cara dia berbicara dan saya membandingkannya dengan seorang kenalan saya. á Kemudian, malam yang sama, saudara perempuan saya terlihat sedih. Saya merasa bersalah karena kesedihannya."
183,"I had a summer job in Sweden, and my boyfriend came to meet me on á my birthday.",joy,"Saya memiliki pekerjaan musim panas di Swedia, dan pacar saya datang menemui saya di hari ulang tahun saya."
184,"I went to practice in Sweden during summer, and I was afraid that á I would not do well.",fear,"Saya pergi berlatih di Swedia selama musim panas, dan saya takut bahwa saya tidak akan berhasil."
185,"In the holiday cottage of our association, two of my pals came to á wake me up early one morning by bringing a radio played at the á highest volume into my room - it was the morning service at its á loudest.",anger,"Di pondok liburan asosiasi kami, dua teman saya datang untuk membangunkan saya suatu pagi dengan membawa radio yang diputar di volume tertinggi ke kamar saya - itu adalah layanan pagi di paling keras."
186,My grandmother died suddenly last summer.,sadness,Nenek saya meninggal mendadak pada musim panas lalu.
187,"My superior at the summer job swindled customers as much as he á could, and once put me in a difficult situation after which I á could not but detest him.",disgust,"Atasan saya di pekerjaan musim panas menipu pelanggan sebanyak yang dia bisa, dan pernah menempatkan saya dalam situasi yang sulit setelah itu saya tidak bisa membencinya."
188,Once I arrived two hours late to my work place (a bank) and I was á still feeling feeble and tired.,shame,Suatu kali saya tiba terlambat dua jam ke tempat kerja saya (bank) dan saya á masih merasa lemah dan lelah.
189,Our association had Polish visitors and when they were going back á by boat I did not go to see them off (I am the chairman of the á association).,guilt,Asosiasi kami memiliki pengunjung Polandia dan ketika mereka kembali á dengan perahu saya tidak pergi untuk mengantar mereka (saya adalah ketua asosiasi á).
190,"I was told quite unexpectedly that one wanted me to become the á vice-chairman of our student organisation.  I was really á surprised and joy was the first emotion I felt, though behind it á there was worry - how shall I succeed ?",joy,"Saya diberitahu secara tak terduga bahwa seseorang ingin saya menjadi á wakil ketua organisasi siswa kami. Saya benar-benar terkejut dan sukacita adalah emosi pertama yang saya rasakan, meskipun di belakangnya ada kekhawatiran - bagaimana saya bisa berhasil?"
191,"Our tutorial group was soon to be divided, and we got a list of á names of freshmen, out of which five were to be in my group.  We á read the names and then each group went its own way to a seminar á room.  I wondered how I would cope with the new situation and if á I would succeed as a group leader.",fear,"Grup tutorial kami akan segera dibagi, dan kami mendapat daftar nama-nama mahasiswa baru, dari yang lima berada di grup saya. Kami membaca nama-nama dan kemudian masing-masing kelompok pergi sendiri ke ruang seminar. Saya bertanya-tanya bagaimana saya akan mengatasi situasi baru dan jika á saya akan berhasil sebagai pemimpin kelompok."
192,"We were in a disco and the evening was not at all pleasant.  á Despite my not knowing why, I was angry with my companion.  I let á him feel my bad humour as I cannot hide my feelings.",anger,"Kami berada di disko dan malam itu sama sekali tidak menyenangkan. á Meskipun saya tidak tahu mengapa, saya marah dengan teman saya. Saya membiarkan dia merasakan humor buruk saya karena saya tidak bisa menyembunyikan perasaan saya."
